ID,Service,Voice,Input Set,Language,Text,Text Length,Latency (s)
7119937864296611266,Amazon Polly,Joanna,numbers_and_acronyms,fr-FR,Le récepteur est situé au 1567 W Oakley St. Prenez le virage à droite sur Main St. Quelle est votre ETA ? Ils vous attendent à 14h30 CT. Accédez à https://espn.com pour en savoir plus.,184,0.38
7119937864296611266,Amazon Polly,Joanna,numbers_and_acronyms,fr-CA,Le récepteur est situé au 1567 W Oakley St. Prenez le virage à droite sur Main St. Quelle est votre ETA ? Ils vous attendent à 14h30 CT. Accédez à https://espn.com pour en savoir plus.,184,0.38
7733160046474236588,Amazon Polly,Joanna,numbers_and_acronyms,TL,Ang receiver ay matatagpuan sa 1567 W Oakley St. Lumiko sa RH sa Main St. Ano ang iyong ETA? Inaasahan ka nila sa 2:30pm CT. Pumunta sa https://espn.com para matuto pa.,168,60.44
8794358404438430362,Amazon Polly,Joanna,numbers_and_acronyms,cmn-CN,接收器位于 1567 W Oakley St。在 Main St 右转。您的预计到达时间是多少？ 他们将于中部时间下午 2:30 等您。 请访问 https://espn.com 了解更多信息。,97,0.47
7701604285393580548,Amazon Polly,Joanna,names,en-US,Wendy Thompson from Acme Supply in Chattanooga is expecting you to call Ryan McGarvey and JP Gooderham this afternoon. Nick DePrey is also awaiting your call.,158,0.36
788661370582765364,Amazon Polly,Joanna,names,es-ES,Wendy Thompson de Acme Supply en Chattanooga espera que llame a Ryan McGarvey y JP Gooderham esta tarde. Nick DePrey también está esperando tu llamada.,151,0.35
788661370582765364,Amazon Polly,Joanna,names,es-MX,Wendy Thompson de Acme Supply en Chattanooga espera que llame a Ryan McGarvey y JP Gooderham esta tarde. Nick DePrey también está esperando tu llamada.,151,0.33
6216542995906770459,Amazon Polly,Joanna,names,pt-PT,"Wendy Thompson, da Acme Supply em Chattanooga, espera que você ligue para Ryan McGarvey e JP Gooderham esta tarde. Nick DePrey também está aguardando sua ligação.",162,0.36
498061321780959985,Amazon Polly,Joanna,names,fr-FR,Wendy Thompson d'Acme Supply à Chattanooga s'attend à ce que vous appeliez Ryan McGarvey et JP Gooderham cet après-midi. Nick DePrey attend également votre appel.,162,0.34
498061321780959985,Amazon Polly,Joanna,names,fr-CA,Wendy Thompson d'Acme Supply à Chattanooga s'attend à ce que vous appeliez Ryan McGarvey et JP Gooderham cet après-midi. Nick DePrey attend également votre appel.,162,0.34
7938601029634486283,Amazon Polly,Joanna,names,TL,Inaasahan ni Wendy Thompson mula sa Acme Supply sa Chattanooga na tatawagan mo sina Ryan McGarvey at JP Gooderham ngayong hapon. Hinihintay din ni Nick DePrey ang iyong tawag.,175,0.36
124961591855883403,Amazon Polly,Joanna,names,cmn-CN,查塔努加 Acme Supply 的 Wendy Thompson 希望您今天下午给 Ryan McGarvey 和 JP Gooderham 打电话。,76,0.32
1337427771286568629,Amazon Polly,Matthew,simple,en-US,Hello. how are you?,19,0.33
8405696141739961933,Amazon Polly,Matthew,simple,en-US,The quick brown fox jumps over the lazy dog.,44,0.29
1837366649530157660,Amazon Polly,Matthew,simple,en-US,Peter Piper picked a pack of pickled peppers.,45,0.26
8917482194368093421,Amazon Polly,Matthew,simple,es-ES,Hola. ¿Cómo estás?,18,0.26
6599888994745390902,Amazon Polly,Matthew,simple,es-ES,El rápido zorro marrón salta sobre el perro perezoso.,53,0.3
4908332829637113824,Amazon Polly,Matthew,simple,es-ES,Peter Piper eligió un paquete de pimientos encurtidos.,54,0.3
8917482194368093421,Amazon Polly,Matthew,simple,es-MX,Hola. ¿Cómo estás?,18,0.26
6599888994745390902,Amazon Polly,Matthew,simple,es-MX,El rápido zorro marrón salta sobre el perro perezoso.,53,0.3
605058831964875282,Amazon Polly,Matthew,simple,es-MX,Peter Piper recogió un paquete de pimientos encurtidos.,55,0.32
5163823885164451682,Amazon Polly,Matthew,simple,pt-PT,Olá. Como você está?,20,0.26
3423008433691896135,Amazon Polly,Matthew,simple,pt-PT,A rápida raposa marrom pula sobre o cachorro preguiçoso.,56,0.31
831962588382608118,Amazon Polly,Matthew,simple,pt-PT,Peter Piper pegou um pacote de pimentos em conserva.,52,0.51
2219952119039569383,Amazon Polly,Matthew,simple,fr-FR,Bonjour. Comment allez-vous ?,29,0.26
103352091419584560,Amazon Polly,Matthew,simple,fr-FR,Le rapide renard brun saute par-dessus le chien paresseux.,58,0.27
2245083191275577675,Amazon Polly,Matthew,simple,fr-FR,Peter Piper a cueilli un paquet de poivrons marinés.,52,0.31
2219952119039569383,Amazon Polly,Matthew,simple,fr-CA,Bonjour. Comment allez-vous ?,29,0.25
7201429076527312617,Amazon Polly,Matthew,simple,fr-CA,Le renard brun saute par-dessus le chien paresseux.,51,0.28
2245083191275577675,Amazon Polly,Matthew,simple,fr-CA,Peter Piper a cueilli un paquet de poivrons marinés.,52,0.27
996580753583364841,Amazon Polly,Matthew,simple,TL,Kumusta. Kumusta ka?,20,0.27
5492160930709060659,Amazon Polly,Matthew,simple,TL,Tumalon ang mabilis na kayumanggi na lobos sa tamad na aso.,59,0.31
3325904847717979005,Amazon Polly,Matthew,simple,TL,Pumili ni Peter Piper ng isang pakete ng mga inakado na paminta.,64,0.3
6430067081825565219,Amazon Polly,Matthew,simple,cmn-CN,你好你好嗎,5,0.25
1019633202347198655,Amazon Polly,Matthew,simple,cmn-CN,快速的棕色狐狸跳過懶狗。,12,0.27
8937290456879470019,Amazon Polly,Matthew,simple,cmn-CN,彼得·派珀摘了一包醃辣椒。,13,0.27
5096665401227478676,Amazon Polly,Matthew,punctuation,en-US,What is your estimated time of arival?,38,0.27
2555601435112729328,Amazon Polly,Matthew,punctuation,en-US,What is your estimated time of arival?!,39,0.26
3131165194850445508,Amazon Polly,Matthew,punctuation,en-US,What is your estimated time of arival!,38,0.27
4974004731406580248,Amazon Polly,Matthew,punctuation,en-US,WHAT IS YOUR ESTIMATED TIME OF ARIVIAL,38,0.29
5209902072030948237,Amazon Polly,Matthew,punctuation,es-ES,¿Cuál es su hora estimada de llegada?,37,0.28
7992869835649454110,Amazon Polly,Matthew,punctuation,es-ES,¡Cuál es su hora estimada de llegada?,37,0.26
713694938320134865,Amazon Polly,Matthew,punctuation,es-ES,¡Cuál es su hora estimada de llegada!,37,0.27
1466957427695184836,Amazon Polly,Matthew,punctuation,es-ES,CUÁL ES SU HORA ESTIMADA DE LLEGADA,35,0.28
5209902072030948237,Amazon Polly,Matthew,punctuation,es-MX,¿Cuál es su hora estimada de llegada?,37,0.27
7992869835649454110,Amazon Polly,Matthew,punctuation,es-MX,¡Cuál es su hora estimada de llegada?,37,0.3
713694938320134865,Amazon Polly,Matthew,punctuation,es-MX,¡Cuál es su hora estimada de llegada!,37,0.27
1466957427695184836,Amazon Polly,Matthew,punctuation,es-MX,CUÁL ES SU HORA ESTIMADA DE LLEGADA,35,0.27
3617277976693856815,Amazon Polly,Matthew,punctuation,pt-PT,Qual é a sua hora estimada de chegada?,38,0.27
3518860396038698406,Amazon Polly,Matthew,punctuation,pt-PT,Qual é a sua hora estimada de chegada?!,39,0.27
2565378399034824765,Amazon Polly,Matthew,punctuation,pt-PT,Qual é a sua hora estimada de chegada!,38,0.28
3015656589939959347,Amazon Polly,Matthew,punctuation,pt-PT,QUAL É A SUA HORA ESTIMADA DE CHEGADA,37,0.27
3350271629758649532,Amazon Polly,Matthew,punctuation,fr-FR,Quelle est votre heure d'arrivée estimée ?,42,0.27
9157008683989349219,Amazon Polly,Matthew,punctuation,fr-FR,Quelle est votre heure d'arrivée estimée !,42,0.27
4526140875938572776,Amazon Polly,Matthew,punctuation,fr-FR,Quelle est votre heure d'arrivée estimée ?!,43,0.3
8990912027439703962,Amazon Polly,Matthew,punctuation,fr-FR,QUELLE EST VOTRE HEURE D'ARRIVÉE ESTIMÉE,40,0.28
7877767257215023360,Amazon Polly,Matthew,punctuation,fr-CA,Quelle est votre heure d'arrivée prévue ?,41,0.27
681902435189225900,Amazon Polly,Matthew,punctuation,fr-CA,Quelle est votre heure d'arrivée prévue ?!,42,0.28
3122022775989642805,Amazon Polly,Matthew,punctuation,fr-CA,Quelle est votre heure d'arrivée prévue !,41,0.26
7328998050876077718,Amazon Polly,Matthew,punctuation,fr-CA,QUELLE EST VOTRE HEURE D'ARRIVÉE PRÉVUE,39,0.27
3989183288562300473,Amazon Polly,Matthew,punctuation,TL,Ano ang iyong tinatayang oras ng pagdating?,43,0.28
7694840434355287223,Amazon Polly,Matthew,punctuation,TL,Ano ang iyong tinatayang oras ng pagdating?!,44,0.29
6980570279863851177,Amazon Polly,Matthew,punctuation,TL,Ano ang iyong tinatayang oras ng pagdating!,43,0.28
3713697132864243042,Amazon Polly,Matthew,punctuation,TL,ANO ANG IYONG TINATAYANG ORAS NG PAGDATING,42,0.32
8306377966627138269,Amazon Polly,Matthew,punctuation,cmn-CN,您的預計抵達時間是多少？,12,0.29
4619795543391130169,Amazon Polly,Matthew,punctuation,cmn-CN,您的預計抵達時間是多少 ?!,14,0.28
4724483836463166940,Amazon Polly,Matthew,punctuation,cmn-CN,您的預計抵達時間是多少 !,13,0.28
5699653499970191396,Amazon Polly,Matthew,punctuation,cmn-CN,您的預計抵達時間是多少,11,0.28
9128938620899459232,Amazon Polly,Matthew,emojis,en-US,"🚨 Urgent, please read. 🚨",24,0.32
5361920672947547883,Amazon Polly,Matthew,emojis,en-US,🚨👀🚚🥇📦👇,6,0.32
5537897206289942616,Amazon Polly,Matthew,emojis,es-ES,"🚨 Urgente, por favor lee. 🚨",27,0.32
5361920672947547883,Amazon Polly,Matthew,emojis,es-ES,🚨👀🚚🥇📦👇,6,0.37
2910787884122324279,Amazon Polly,Matthew,emojis,es-MX,"🚨 Urgente, por favor lea. 🚨",27,0.32
5361920672947547883,Amazon Polly,Matthew,emojis,es-MX,🚨👀🚚🥇📦👇,6,0.35
4218105478904440952,Amazon Polly,Matthew,emojis,pt-PT,"🚨 Urgente, por favor, leia. 🚨",29,0.27
5361920672947547883,Amazon Polly,Matthew,emojis,pt-PT,🚨👀🚚🥇📦👇,6,0.25
240717912031166112,Amazon Polly,Matthew,emojis,fr-FR,"🚨 C'est urgent, veuillez lire. 🚨",32,0.31
5361920672947547883,Amazon Polly,Matthew,emojis,fr-FR,🚨👀🚚🥇📦👇,6,0.34
7610036947537596173,Amazon Polly,Matthew,emojis,fr-CA,"🚨 Urgent, veuillez lire. 🚨",26,0.28
5361920672947547883,Amazon Polly,Matthew,emojis,fr-CA,🚨👀🚚🥇📦👇,6,0.32
6677438474227429628,Amazon Polly,Matthew,emojis,TL,"🚨 Kagad, mangyaring basahin. 🚨",30,0.29
5361920672947547883,Amazon Polly,Matthew,emojis,TL,🚨👀🚚🥇📦👇,6,0.32
9109521741346942078,Amazon Polly,Matthew,emojis,cmn-CN,🚨 緊急，請閱讀。 🚨,11,0.24
5361920672947547883,Amazon Polly,Matthew,emojis,cmn-CN,🚨👀🚚🥇📦👇,6,0.23
4918204017505524486,Amazon Polly,Matthew,formatted,en-US,"We met with 4 stakeholders from Grand Island Express yesterday. Good meeting. They're engaged. Huge potential to improve their predictability of delivery and save them time in what currently requires lots of phone calls and emails between dispatcher and driver. Takeaways:
 - The Fleet Manager is the person we are optimizing for.
 - They stand the most to gain from a voice messaging solution where they can have active 1-1 conversations with 50+ drivers in a single day to coordinate receipt timelines and re-route as necessary.
 - There are some language barriers which we can solve partially with translated transcripts (today) and fully with audio2audio translations in the future
 - This workflow has direct and indirect bottom line potential: cost savings vs the translation service they use today, greater predictability for customers = improved reputation and bookings, potential to deliver faster and limit driver downtime because they can more readily predict delivery timelines and solve for receivership and backhaul implications",1042,1.1
6425407567932154140,Amazon Polly,Matthew,formatted,es-ES,"Ayer nos reunimos con 4 partes interesadas de Grand Island Express. Buena reunión. Están comprometidos. Enorme potencial para mejorar su previsibilidad de entrega y ahorrarles tiempo en lo que actualmente requiere muchas llamadas telefónicas y correos electrónicos entre el despachador y el conductor. Conclusiones:
 - El administrador de flota es la persona para la que estamos optimizando.
 - Son los que más pueden ganar con una solución de mensajería de voz donde pueden tener conversaciones individuales activas con más de 50 conductores en un solo día para coordinar los plazos de recepción y desviar la ruta según sea necesario.
 - Existen algunas barreras del idioma que podemos resolver parcialmente con transcripciones traducidas (hoy) y completamente con traducciones audio2audio en el futuro.
 - Este flujo de trabajo tiene potencial directo e indirecto: ahorro de costos en comparación con el servicio de traducción que utilizan hoy, mayor previsibilidad para los clientes. = reputación y reservas mejoradas, potencial para realizar entregas más rápido y limitar el tiempo de inactividad de los conductores porque pueden predecir más fácilmente los plazos de entrega y resolver las implicaciones de la administración judicial y el backhaul",1252,1.23
6425407567932154140,Amazon Polly,Matthew,formatted,es-MX,"Ayer nos reunimos con 4 partes interesadas de Grand Island Express. Buena reunión. Están comprometidos. Enorme potencial para mejorar su previsibilidad de entrega y ahorrarles tiempo en lo que actualmente requiere muchas llamadas telefónicas y correos electrónicos entre el despachador y el conductor. Conclusiones:
 - El administrador de flota es la persona para la que estamos optimizando.
 - Son los que más pueden ganar con una solución de mensajería de voz donde pueden tener conversaciones individuales activas con más de 50 conductores en un solo día para coordinar los plazos de recepción y desviar la ruta según sea necesario.
 - Existen algunas barreras del idioma que podemos resolver parcialmente con transcripciones traducidas (hoy) y completamente con traducciones audio2audio en el futuro.
 - Este flujo de trabajo tiene potencial directo e indirecto: ahorro de costos en comparación con el servicio de traducción que utilizan hoy, mayor previsibilidad para los clientes. = reputación y reservas mejoradas, potencial para realizar entregas más rápido y limitar el tiempo de inactividad de los conductores porque pueden predecir más fácilmente los plazos de entrega y resolver las implicaciones de la administración judicial y el backhaul",1252,1.15
3470770365983166614,Amazon Polly,Matthew,formatted,pt-PT,"Ontem nos reunimos com 4 partes interessadas da Grand Island Express. Bom encontro. Eles estão noivos. Enorme potencial para melhorar a previsibilidade de entrega e economizar tempo no que atualmente exige muitos telefonemas e e-mails entre o despachante e o motorista. Conclusões:
 - O Gerente de Frota é a pessoa para quem estamos otimizando.
 - Eles têm mais a ganhar com uma solução de mensagens de voz onde podem ter conversas individuais ativas com mais de 50 motoristas em um único dia para coordenar os cronogramas de recebimento e redirecionar conforme necessário.
 - Existem algumas barreiras linguísticas que podemos resolver parcialmente com transcrições traduzidas (hoje) e totalmente com traduções audio2audio no futuro
 - Este fluxo de trabalho tem potencial direto e indireto de resultados: economia de custos em comparação com o serviço de tradução que utilizam hoje, maior previsibilidade para os clientes = melhor reputação e reservas, potencial para entregar mais rapidamente e limitar o tempo de inatividade do motorista porque eles podem prever mais prontamente os prazos de entrega e resolver implicações de recuperação judicial e backhaul",1162,0.97
4189500949332467639,Amazon Polly,Matthew,formatted,fr-FR,"Nous avons rencontré hier 4 parties prenantes de Grand Island Express. Bonne rencontre. Ils sont fiancés. Un énorme potentiel pour améliorer leur prévisibilité de livraison et leur faire gagner du temps dans ce qui nécessite actuellement de nombreux appels téléphoniques et e-mails entre le répartiteur et le chauffeur. À retenir :
 - Le gestionnaire de flotte est la personne pour laquelle nous optimisons.
 - Ce sont eux qui ont le plus à gagner d'une solution de messagerie vocale qui leur permet d'avoir des conversations actives en tête-à-tête avec plus de 50 chauffeurs en une seule journée pour coordonner les délais de réception et réacheminer si nécessaire.
 - Il existe certaines barrières linguistiques que nous pouvons résoudre partiellement avec des transcriptions traduites (aujourd'hui) et entièrement avec des traductions audio-audio à l'avenir.
 - Ce flux de travail a un potentiel de résultat direct et indirect : économies de coûts par rapport au service de traduction qu'ils utilisent aujourd'hui, plus grande prévisibilité pour les clients. = amélioration de la réputation et des réservations, possibilité de livrer plus rapidement et de limiter les temps d'arrêt des chauffeurs, car ils peuvent plus facilement prédire les délais de livraison et résoudre les implications en matière de mise sous séquestre et de transport.",1344,1.04
4189500949332467639,Amazon Polly,Matthew,formatted,fr-CA,"Nous avons rencontré hier 4 parties prenantes de Grand Island Express. Bonne rencontre. Ils sont fiancés. Un énorme potentiel pour améliorer leur prévisibilité de livraison et leur faire gagner du temps dans ce qui nécessite actuellement de nombreux appels téléphoniques et e-mails entre le répartiteur et le chauffeur. À retenir :
 - Le gestionnaire de flotte est la personne pour laquelle nous optimisons.
 - Ce sont eux qui ont le plus à gagner d'une solution de messagerie vocale qui leur permet d'avoir des conversations actives en tête-à-tête avec plus de 50 chauffeurs en une seule journée pour coordonner les délais de réception et réacheminer si nécessaire.
 - Il existe certaines barrières linguistiques que nous pouvons résoudre partiellement avec des transcriptions traduites (aujourd'hui) et entièrement avec des traductions audio-audio à l'avenir.
 - Ce flux de travail a un potentiel de résultat direct et indirect : économies de coûts par rapport au service de traduction qu'ils utilisent aujourd'hui, plus grande prévisibilité pour les clients. = amélioration de la réputation et des réservations, possibilité de livrer plus rapidement et de limiter les temps d'arrêt des chauffeurs, car ils peuvent plus facilement prédire les délais de livraison et résoudre les implications en matière de mise sous séquestre et de transport.",1344,1.12
854073045675826158,Amazon Polly,Matthew,formatted,TL,"Nakipagpulong kami sa 4 na stakeholder mula sa Grand Island Express kahapon. Magandang pagpupulong. engaged na sila. Malaking potensyal na mapabuti ang kanilang predicability ng paghahatid at makatipid sa kanila ng oras sa kasalukuyang nangangailangan ng maraming tawag sa telepono at email sa pagitan ng dispatcher at driver. Takeaways:
 - Ang Fleet Manager ay ang taong ino-optimize namin.
 - Pinakamahusay silang makamit mula sa isang voice messaging solution kung saan maaari silang magkaroon ng aktibong 1-1 na pag-uusap sa 50+ na driver sa isang araw upang i-coordinate ang mga timeline ng resibo at muling ruta kung kinakailangan.
 - Mayroong ilang mga hadlang sa wika na bahagyang malulutas namin gamit ang mga isinaling transcript (ngayon) at ganap na may mga pagsasalin ng audio2audio sa hinaharap
 - Ang daloy ng trabaho na ito ay may direkta at hindi direktang potensyal na pang-ibabaw: makatipid sa gastos kumpara sa serbisyo ng pagsasalin na ginagamit nila ngayon, mas mahuhulaan para sa mga customer = pinahusay na reputasyon at mga booking, potensyal na makapaghatid ng mas mabilis at limitahan ang downtime ng driver dahil mas madali nilang mahulaan ang mga timeline ng paghahatid at malutas ang mga implikasyon ng receivership at backhaul",1256,1.21
386582921437642723,Amazon Polly,Matthew,formatted,cmn-CN,"昨天我们会见了 Grand Island Express 的 4 位利益相关者。 很好的会议。 他们订婚了。 提高送货的可预测性并节省时间的巨大潜力，因为目前调度员和司机之间需要大量的电话和电子邮件。 要点：
 - 车队经理是我们正在优化的人。
 - 他们从语音消息解决方案中获益最多，在该解决方案中，他们可以在一天内与 50 多名司机进行积极的 1-1 对话，以协调收货时间表并根据需要重新安排路线。
 - 有一些语言障碍，我们可以通过翻译文本（今天）部分解决，并在未来通过音频到音频翻译完全解决
 - 此工作流程具有直接和间接的底线潜力：与他们今天使用的翻译服务相比，可以节省成本，为客户提供更高的可预测性 = 提高声誉和预订量，加快交付速度并限制司机停机时间的潜力，因为他们可以更轻松地预测交付时间并解决接管和回程影响",362,1.0
1140210164819398317,Amazon Polly,Matthew,numbers_and_acronyms,en-US,The receiver is located at 1567 W Oakley St. Take the RH turn at Main St. Whats your ETA? They are expecting you at 2:30pm CT. Go to https://espn.com to learn more.,164,0.42
5970681710698332572,Amazon Polly,Matthew,numbers_and_acronyms,es-ES,El receptor está ubicado en 1567 W Oakley St. Tome el giro a la derecha en Main St. ¿Cuál es su ETA? Te esperan a las 2:30 p. m. CT. Vaya a https://espn.com para obtener más información.,186,0.45
5970681710698332572,Amazon Polly,Matthew,numbers_and_acronyms,es-MX,El receptor está ubicado en 1567 W Oakley St. Tome el giro a la derecha en Main St. ¿Cuál es su ETA? Te esperan a las 2:30 p. m. CT. Vaya a https://espn.com para obtener más información.,186,0.42
8694808230422986754,Amazon Polly,Matthew,numbers_and_acronyms,pt-PT,O receptor está localizado em 1567 W Oakley St. Faça a curva RH na Main St. Qual é o seu HEC? Eles estão esperando você às 14h30 CT. Acesse https://espn.com para saber mais.,173,0.42
8896148642422083531,Amazon Polly,Matthew,numbers_and_acronyms,fr-FR,Le récepteur est situé au 1567 W Oakley St. Prenez le virage à droite sur Main St. Quelle est votre ETA ? Ils vous attendent à 14h30 CT. Accédez à https://espn.com pour en savoir plus.,184,0.38
8896148642422083531,Amazon Polly,Matthew,numbers_and_acronyms,fr-CA,Le récepteur est situé au 1567 W Oakley St. Prenez le virage à droite sur Main St. Quelle est votre ETA ? Ils vous attendent à 14h30 CT. Accédez à https://espn.com pour en savoir plus.,184,0.37
1582437560468830215,Amazon Polly,Matthew,numbers_and_acronyms,TL,Ang receiver ay matatagpuan sa 1567 W Oakley St. Lumiko sa RH sa Main St. Ano ang iyong ETA? Inaasahan ka nila sa 2:30pm CT. Pumunta sa https://espn.com para matuto pa.,168,0.43
7486378329682603111,Amazon Polly,Matthew,numbers_and_acronyms,cmn-CN,接收器位于 1567 W Oakley St。在 Main St 右转。您的预计到达时间是多少？ 他们将于中部时间下午 2:30 等您。 请访问 https://espn.com 了解更多信息。,97,0.43
30008376820932919,Amazon Polly,Matthew,names,en-US,Wendy Thompson from Acme Supply in Chattanooga is expecting you to call Ryan McGarvey and JP Gooderham this afternoon. Nick DePrey is also awaiting your call.,158,0.37
6393641935225586434,Amazon Polly,Matthew,names,es-ES,Wendy Thompson de Acme Supply en Chattanooga espera que llame a Ryan McGarvey y JP Gooderham esta tarde. Nick DePrey también está esperando tu llamada.,151,0.35
6393641935225586434,Amazon Polly,Matthew,names,es-MX,Wendy Thompson de Acme Supply en Chattanooga espera que llame a Ryan McGarvey y JP Gooderham esta tarde. Nick DePrey también está esperando tu llamada.,151,0.35
5199655048093542050,Amazon Polly,Matthew,names,pt-PT,"Wendy Thompson, da Acme Supply em Chattanooga, espera que você ligue para Ryan McGarvey e JP Gooderham esta tarde. Nick DePrey também está aguardando sua ligação.",162,0.36
6635751619954187463,Amazon Polly,Matthew,names,fr-FR,Wendy Thompson d'Acme Supply à Chattanooga s'attend à ce que vous appeliez Ryan McGarvey et JP Gooderham cet après-midi. Nick DePrey attend également votre appel.,162,0.38
6635751619954187463,Amazon Polly,Matthew,names,fr-CA,Wendy Thompson d'Acme Supply à Chattanooga s'attend à ce que vous appeliez Ryan McGarvey et JP Gooderham cet après-midi. Nick DePrey attend également votre appel.,162,0.37
5299146490376435236,Amazon Polly,Matthew,names,TL,Inaasahan ni Wendy Thompson mula sa Acme Supply sa Chattanooga na tatawagan mo sina Ryan McGarvey at JP Gooderham ngayong hapon. Hinihintay din ni Nick DePrey ang iyong tawag.,175,0.38
3821960233339351663,Amazon Polly,Matthew,names,cmn-CN,查塔努加 Acme Supply 的 Wendy Thompson 希望您今天下午给 Ryan McGarvey 和 JP Gooderham 打电话。,76,0.34
5137712940080041971,Amazon Polly,Joanna (Neural),simple,en-US,Hello. how are you?,19,0.58
179049428630768949,Amazon Polly,Joanna (Neural),simple,en-US,The quick brown fox jumps over the lazy dog.,44,0.37
4519124407023366609,Amazon Polly,Joanna (Neural),simple,en-US,Peter Piper picked a pack of pickled peppers.,45,0.36
2889098062236825328,Amazon Polly,Joanna (Neural),simple,es-ES,Hola. ¿Cómo estás?,18,0.36
2383236248670068526,Amazon Polly,Joanna (Neural),simple,es-ES,El rápido zorro marrón salta sobre el perro perezoso.,53,0.42
6013444387932039918,Amazon Polly,Joanna (Neural),simple,es-ES,Peter Piper eligió un paquete de pimientos encurtidos.,54,0.49
2889098062236825328,Amazon Polly,Joanna (Neural),simple,es-MX,Hola. ¿Cómo estás?,18,0.36
2383236248670068526,Amazon Polly,Joanna (Neural),simple,es-MX,El rápido zorro marrón salta sobre el perro perezoso.,53,0.44
4066306807716016185,Amazon Polly,Joanna (Neural),simple,es-MX,Peter Piper recogió un paquete de pimientos encurtidos.,55,0.45
2027661086900682798,Amazon Polly,Joanna (Neural),simple,pt-PT,Olá. Como você está?,20,0.43
6453229161534734469,Amazon Polly,Joanna (Neural),simple,pt-PT,A rápida raposa marrom pula sobre o cachorro preguiçoso.,56,0.47
4625556032072286474,Amazon Polly,Joanna (Neural),simple,pt-PT,Peter Piper pegou um pacote de pimentos em conserva.,52,0.44
7846107893456993438,Amazon Polly,Joanna (Neural),simple,fr-FR,Bonjour. Comment allez-vous ?,29,0.35
3051558179188492656,Amazon Polly,Joanna (Neural),simple,fr-FR,Le rapide renard brun saute par-dessus le chien paresseux.,58,0.38
1373121294192444598,Amazon Polly,Joanna (Neural),simple,fr-FR,Peter Piper a cueilli un paquet de poivrons marinés.,52,0.39
7846107893456993438,Amazon Polly,Joanna (Neural),simple,fr-CA,Bonjour. Comment allez-vous ?,29,0.37
4408570550940583983,Amazon Polly,Joanna (Neural),simple,fr-CA,Le renard brun saute par-dessus le chien paresseux.,51,0.4
1373121294192444598,Amazon Polly,Joanna (Neural),simple,fr-CA,Peter Piper a cueilli un paquet de poivrons marinés.,52,0.45
1244868085369608343,Amazon Polly,Joanna (Neural),simple,TL,Kumusta. Kumusta ka?,20,0.34
4140687058709820673,Amazon Polly,Joanna (Neural),simple,TL,Tumalon ang mabilis na kayumanggi na lobos sa tamad na aso.,59,0.44
6585887442642041440,Amazon Polly,Joanna (Neural),simple,TL,Pumili ni Peter Piper ng isang pakete ng mga inakado na paminta.,64,0.42
3835888933596670645,Amazon Polly,Joanna (Neural),simple,cmn-CN,你好你好嗎,5,0.34
2775707806758604344,Amazon Polly,Joanna (Neural),simple,cmn-CN,快速的棕色狐狸跳過懶狗。,12,0.4
2096417749569692030,Amazon Polly,Joanna (Neural),simple,cmn-CN,彼得·派珀摘了一包醃辣椒。,13,0.43
5264585332981405983,Amazon Polly,Joanna (Neural),punctuation,en-US,What is your estimated time of arrival?,39,0.4
923089299336746426,Amazon Polly,Joanna (Neural),punctuation,en-US,What is your estimated time of arrival?!,40,0.42
8397232791170582610,Amazon Polly,Joanna (Neural),punctuation,en-US,What is your estimated time of arrival!,39,0.38
521680559314605964,Amazon Polly,Joanna (Neural),punctuation,en-US,WHAT IS YOUR ESTIMATED TIME OF ARIVAL,37,0.37
2990180525554873646,Amazon Polly,Joanna (Neural),punctuation,es-ES,¿Cuál es su hora estimada de llegada?,37,0.38
2046609191887779723,Amazon Polly,Joanna (Neural),punctuation,es-ES,¡Cuál es su hora estimada de llegada?,37,0.4
1711661592585724323,Amazon Polly,Joanna (Neural),punctuation,es-ES,¡Cuál es su hora estimada de llegada!,37,0.34
7226322829549528022,Amazon Polly,Joanna (Neural),punctuation,es-ES,CUÁL ES SU HORA ESTIMADA DE LLEGADA,35,0.37
2990180525554873646,Amazon Polly,Joanna (Neural),punctuation,es-MX,¿Cuál es su hora estimada de llegada?,37,0.35
2046609191887779723,Amazon Polly,Joanna (Neural),punctuation,es-MX,¡Cuál es su hora estimada de llegada?,37,0.39
1711661592585724323,Amazon Polly,Joanna (Neural),punctuation,es-MX,¡Cuál es su hora estimada de llegada!,37,0.33
7226322829549528022,Amazon Polly,Joanna (Neural),punctuation,es-MX,CUÁL ES SU HORA ESTIMADA DE LLEGADA,35,0.35
4052893006328923502,Amazon Polly,Joanna (Neural),punctuation,pt-PT,Qual é a sua hora estimada de chegada?,38,0.42
357214134531305521,Amazon Polly,Joanna (Neural),punctuation,pt-PT,Qual é a sua hora estimada de chegada?!,39,0.4
7123452183445625077,Amazon Polly,Joanna (Neural),punctuation,pt-PT,Qual é a sua hora estimada de chegada!,38,0.36
4442812430859800208,Amazon Polly,Joanna (Neural),punctuation,pt-PT,QUAL É A SUA HORA ESTIMADA DE CHEGADA,37,0.37
1226247664667815927,Amazon Polly,Joanna (Neural),punctuation,fr-FR,Quelle est votre heure d'arrivée estimée ?,42,0.36
8496554022541028723,Amazon Polly,Joanna (Neural),punctuation,fr-FR,Quelle est votre heure d'arrivée estimée !,42,0.34
1699641784586027138,Amazon Polly,Joanna (Neural),punctuation,fr-FR,Quelle est votre heure d'arrivée estimée ?!,43,0.33
